Security Id,Security Name
FSC,Future Supply Chain Solutions Ltd
FUTURSEC,FUTURISTIC SECURITIES LTD.
FUTSOL,FUTURISTIC SOLUTIONS LTD.
GGENG,G G Engineering Ltd
GMPL,G M Polyplast Ltd
GNA,G N A Axles Ltd
GRINFRA,G R Infraprojects Ltd
GTEIT,G-TECH INFO-TRAINING LTD.
GKP,G. K. P. Printing & Packaging Ltd
GDTRAGN,G.D.TRADING & AGENCIES LTD.
GGAUTO,G.G.AUTOMOTIVE GEARS LTD.
GGDANDE,G.G.DANDEKAR MACHINE WORKS LTD.
GKCONS,G.K.CONSULTANTS LTD.
GMBREW,G.M.BREWERIES LTD.
GSAUTO,G.S.AUTO INTERNATIONAL LTD.
GABRIEL,GABRIEL INDIA LTD.-$
GATECH,GACM Technologies Ltd
GATECHDVR,GACM Technologies Ltd
ZGAEKWAR,GAEKWAR MILLS LTD.
GAGAN,GAGAN GASES LTD.
GAIL,GAIL (INDIA) LTD.
GAJANANSEC,Gajanan Securities Services Ltd
GGPL,Gala Global Products Ltd
GALACTICO,Galactico Corporate Services Ltd
GALADAFIN,Galada Finance Ltd
GALAGEX,GALAXY AGRICO EXPORTS LTD.
GALXBRG,GALAXY BEARINGS LTD.
GCKL,Galaxy Cloud Kitchens Ltd-$
GALAXYSURF,Galaxy Surfactants Ltd
GALLANTT,Gallantt Ispat Ltd
GALLOPENT,GALLOPS ENTERPRISE LTD.
GANDHITUBE,GANDHI SPECIAL TUBES LTD.-$
GANESHBE,GANESH BENZOPLAST LTD.
GFIL,Ganesh Films India Ltd
GANHOLD,GANESH HOLDINGS LTD.
GANESHHOUC,GANESH HOUSING CORPORATION LTD.-$
GANECOS,GANESHA ECOSPHERE LTD.
GANVERSE,Ganesha Ecoverse Ltd
GANGAPA,GANGA PAPERS INDIA LTD.
GANGAPHARM,Ganga Pharmaceuticals Ltd
GANGESSEC,Ganges Securities Ltd
GANGOTRI,GANGOTRI TEXTILES LTD.
GANONPRO,Ganon Products Ltd
GARBIFIN,Garbi Finvest Ltd
GRSE,Garden Reach Shipbuilders & Engineers Ltd
GARGFUR,GARG FURNACE LTD.
GARMNTMNTR,Garment Mantra Lifestyle Ltd
GARNET,GARNET CONSTRUCTION LTD.
GARNETINT,GARNET INTERNATIONAL LTD.
GARODCH,GARODIA CHEMICALS LTD.
GRWRHITECH,Garware Hi-Tech Films Ltd
GARWAMAR,GARWARE MARINE INDUSTRIES LTD.
GARWSYN,GARWARE SYNTHETICS LTD.
GARFIBRES,Garware Technical Fibres Ltd
GATEWAY,Gateway Distriparks Ltd
GATI,GATI LTD.
GEL,Gautam Exim Ltd
GGL,Gautam Gems Ltd
GAYATRIBI,GAYATRI BIOORGANICS LTD.
GAYAHWS,Gayatri Highways Ltd
GAYAPROJ,GAYATRI PROJECTS LTD.
GAYATRI,GAYATRI SUGARS LTD.
GCMCAPI,GCM Capital Advisors Ltd
GCMCOMM,GCM Commodity & Derivatives Ltd
GCMSECU,GCM Securities Ltd
GDLLEAS,GDL LEASING & FINANCE LTD.
GEPIL,GE Power India Ltd
GET&D,GE T&D India Ltd
GEE,GEE LTD.
GEECEE,GeeCee Ventures Limited
GEETANJ,Geetanjali Credit and Capital Ltd
GEMSPIN,GEM SPINNERS INDIA LTD.
GEMSI,GEMSTONE INVESTMENTS LTD.
GICRE,General Insurance Corporation of India
GENCON,Generic Engineering Construction and Projects Ltd
GENESIS,Genesis Ibrc India Ltd
GENESYS,GENESYS INTERNATIONAL CORPORATION LTD.
GENNEX,GENNEX LABORATORIES LTD.
GVBL,Genomic Valley Biotech Ltd
GENPHARMA,Genpharmasec Ltd
GENSOL,Gensol Engineering Ltd
GENUSPAPER,Genus Paper & Boards Ltd
GENUSPOWER,GENUS POWER INFRASTRUCTURES LTD.-$
GENUSPRIME,Genus Prime Infra Ltd
GEOJITFSL,Geojit Financial Services Ltd
GETALONG,Getalong Enterprise Ltd
GFLLIMITED,GFL Ltd
GHCL,GHCL LTD.
GHCLTEXTIL,GHCL Textiles Ltd
GIANLIFE,Gian Life Care Ltd
GICHSGFIN,GIC HOUSING FINANCE LTD.
GILADAFINS,Gilada Finance & Investments Ltd
GILLANDERS,GILLANDERS ARBUTHNOT & CO.LTD.
GILLETTE,GILLETTE INDIA LTD.
GINISILK,GINI SILK MILLS LTD.-$
GINNIFILA,GINNI FILAMENTS LTD.
GITARENEW,Gita Renewable Energy Ltd
GKB,GKB OPHTHALMICS LTD.
GLANCE,GLANCE FINANCE LTD.
GLAND,Gland Pharma Ltd
GLAXO,GLAXOSMITHKLINE PHARMACEUTICALS LTD.
GLS,Glenmark Life Sciences Ltd
GLENMARK,GLENMARK PHARMACEUTICALS LTD.
GLITTEKG,GLITTEK GRANITES LTD.
GLOBALCA,GLOBAL CAPITAL MARKETS LTD.
MEDANTA,Global Health Ltd
GLHRL,Global Longlife Hospital and Research Ltd
GLOBOFFS,GLOBAL OFFSHORE SERVICES LTD.-$
GSLSU,Global Surfaces Ltd
GLOBALVECT,GLOBAL VECTRA HELICORP LTD.
GSTL,Globalspace Technologies Ltd
GLCL,Globe Commercials Ltd
GLOBUSCON,Globus Constructors & Developers Limited
GLOBUSSPR,GLOBUS SPIRITS LTD.
GLOSTERLTD,Gloster Ltd
GMM,GMM PFAUDLER LTD.
GMRINFRA,GMR Airports Infrastructure Ltd
GMRP&UI,GMR Power and Urban Infra Ltd
GOCOLORS,Go Fashion (India) Ltd
GOACARBON,GOA CARBON LTD.-$
GOBLIN,Goblin India Ltd
GOCLCORP,GOCL Corporation Ltd-$
GODAVARI,GODAVARI DRUGS LTD.
GPIL,GODAWARI POWER & ISPAT LTD.
GODFRYPHLP,GODFREY PHILLIPS INDIA LTD.
GODREJAGRO,Godrej Agrovet Ltd
GODREJCP,GODREJ CONSUMER PRODUCTS LTD.
GODREJIND,GODREJ INDUSTRIES LTD.
GODREJPROP,Godrej Properties Ltd
GOEL,Goel Food Products Ltd
GBFL,Goenka Business & Finance Ltd
GOENKA,GOENKA DIAMOND & JEWELS LTD.
GOGIACAP,Gogia Capital Services Limited
GOKAKTEX,GOKAK TEXTILES LTD.
GOKEX,GOKALDAS EXPORTS LTD.
GOKULAGRO,Gokul Agro Resources Ltd
GOKUL,GOKUL REFOILS & SOLVENT LTD.
GOLDCOINHF,Gold Coin Health Foods Ltd
GOLDLINE,Gold Line International Finvest Ltd
ZGOLDINV,GOLD ROCK INVESTMENTS LTD.
GOLCA,GOLDEN CARPETS LTD.
GOLDENCREST,Golden Crest Education & Services Ltd
GOLDENTOBC,GOLDEN TOBACCO LTD.
GOLDIAM,GOLDIAM INTERNATIONAL LTD.
GOLDTECH,GOLDSTONE TECHNOLOGIES LTD.
GOLECHA,GOLECHHA GLOBAL FINANCE LTD.
GOLKONDA,Golkonda Aluminium Extrusions Ltd-$
GOLKUNDIA,GOLKUNDA DIAMONDS & JEWELLERY LTD.
GOODLUCK,Goodluck India Ltd
GOODRICKE,GOODRICKE GROUP LTD.
GOODYEAR,GOODYEAR INDIA LTD.
GOPAIST,GOPAL IRON & STEELS CO.(GUJARAT) LTD.
GORANIN,GORANI INDUSTRIES LTD.
GOTHIPL,GOTHI PLASCON (INDIA) LTD.
GOWRALE,GOWRA LEASING & FINANCE LTD.
GOYALALUM,Goyal Aluminiums Ltd
GOYALASS,GOYAL ASSOCIATES LTD.
GULFPETRO,GP Petroleums Limited
GPTINFRA,GPT INFRAPROJECTS LTD.
GRANDFONRY,GRAND FOUNDRY LTD.
GRANULES,GRANULES INDIA LTD.-$
GRAPHITE,GRAPHITE INDIA LTD.
GRASIM,GRASIM INDUSTRIES LTD.
GRATEXI,GRATEX INDUSTRIES LTD.
GRAUWEIL,GRAUER & WEIL (INDIA) LTD.-$
GRAVISSHO,GRAVISS HOSPITALITY LTD.
GRAVITA,GRAVITA INDIA LTD.
GRAVITY,GRAVITY (INDIA) LTD.-$
GESHIP,GREAT EASTERN SHIPPING CO.LTD.
GREAVESCOT,GREAVES COTTON LTD.
GREENCREST,Greencrest Financial Services Limited
GRNLAMIND,Greenlam Industries Ltd
GREENPANEL,Greenpanel Industries Ltd
GREENPLY,GREENPLY INDUSTRIES LTD.
GCSL,Gretex Corporate Services Ltd
GRINDWELL,GRINDWELL NORTON LTD.-$
GRMOVER,GRM OVERSEAS LTD.
GROVY,Grovy India Ltd
GROWINGTON,Growington Ventures India Ltd
GRPLTD,GRP LTD.
GSBFIN,GSB FINANCE LTD.
GSLSEC,GSL SECURITIES LTD.
GSS,GSS INFOTECH LTD.
GTLINFRA,GTL INFRASTRUCTURE LTD.
GTL,GTL LTD.
GTNINDS,GTN INDUSTRIES LTD.
GTNTEX,GTN TEXTILES LTD.
GTPL,GTPL Hathway Ltd
GTV,GTV Engineering Ltd
GUFICBIO,GUFIC BIOSCIENCES LTD.
GUJALKALI,GUJARAT ALKALIES & CHEMICALS LTD.
GAEL,GUJARAT AMBUJA EXPORTS LTD.
GUJAPOLLO,GUJARAT APOLLO INDUSTRIES LTD.
GUJCONT,GUJARAT CONTAINERS LTD.
GUJCOTEX,GUJARAT COTEX LTD.
GUJCRAFT,GUJARAT CRAFT INDUSTRIES LTD.
GUJCRED,GUJARAT CREDIT CORPORATION LTD.
FLUOROCHEM,Gujarat Fluorochemicals Ltd
GUJGAS,Gujarat Gas Ltd
GUJHOTE,GUJARAT HOTELS LTD.
GUJHYSPIN,Gujarat Hy-Spin Ltd
GIPCL,GUJARAT INDUSTRIES POWER CO.LTD.
GUJINJEC,GUJARAT INJECT (KERALA) LTD.
GUJINTRX,GUJARAT INTRUX LTD.-$
GUJINV,GUJARAT INVESTA LTD.
GLFL,GUJARAT LEASE FINANCING LTD.
GMETCOAL,GUJARAT METALLIC COAL & COKE LTD.-$
GMDCLTD,GUJARAT MINERAL DEVELOPMENT CORPORATION LTD.
GNFC,GUJARAT NARMADA VALLEY FERTILIZERS & CHEMICALS LTD.
GNRL,Gujarat Natural Resources Limited
GUJPETR,GUJARAT PETROSYNTHESE LTD.
GPPL,GUJARAT PIPAVAV PORT LTD.
GUJARATPOLY,Gujarat Poly Electronics Ltd
GUJRAFIA,GUJARAT RAFFIA INDUSTRIES LTD.
GSFC,GUJARAT STATE FERTILIZERS & CHEMICALS LTD.
GUJSTATFIN,Gujarat State Financial Corporation
GSPL,GUJARAT STATE PETRONET LTD.
GUJTERC,GUJARAT TERCE LABORATORIES LTD.
GUJTHEM,GUJARAT THEMIS BIOSYN LTD.
GUJTLRM,GUJARAT TOOLROOM LTD.
GUJCMDS,GUJCHEM DISTILLERS INDIA LTD.
GULFOILLUB,Gulf Oil Lubricants India Ltd
GULPOLY,GULSHAN POLYOLS LTD.
GVFILM,GV FILMS LTD.
GVKPIL,GVK POWER & INFRASTRUCTURE LTD.
GYANDEV,GYAN DEVELOPERS & BUILDERS LTD.
HGINFRA,H.G. Infra Engineering Ltd
HPCOTTON,H.P.COTTON TEXTILE MILLS LTD.
HOTLSILV,H.S.INDIA LTD.
HALDER,Halder Venture Ltd
HALDYNGL,Haldyn Glass Ltd-$
HANMAN,Hanman Fit Ltd
HAPPSTMNDS,Happiest Minds Technologies Ltd
HARDCAS,HARDCASTLE & WAUD MFG.CO.LTD.
HARDWYN,Hardwyn India Ltd
HARIGOV,HARI GOVIND INTERNATIONAL LTD.
HARIAAPL,Haria Apparels Ltd
HARIAEXPO,HARIA EXPORTS LTD.-$
HARIOMPIPE,Hariom Pipe Industries Ltd
HARISH,Harish Textile Engineers Ltd
HRYNSHP,HARIYANA SHIP BREAKERS LTD.-$
HVL,Hariyana Ventures Ltd
HRMNYCP,HARMONY CAPITAL SERVICES LTD.
HARRMALAYA,HARRISONS MALAYALAM LTD.
HARSHA,Harsha Engineers International Ltd
HARSHILAGR,Harshil Agrotech Ltd
HARYNACAP,HARYANA CAPFIN LTD.
HARLETH,HARYANA LEATHER CHEMICALS LTD.
HASJUICE,Has Lifestyle Ltd
HASTIFIN,HASTI FINANCE LTD.
HATHWAYB,HATHWAY BHAWANI CABLETEL & DATACOM LTD.
HATHWAY,Hathway Cable & Datacom Ltd
HATSUN,HATSUN AGRO PRODUCT LTD.
HAVELLS,HAVELLS INDIA LTD.
HAWAENG,Hawa Engineers Ltd
HAWKINCOOK,HAWKINS COOKERS LTD.-$
HAZOOR,HAZOOR MULTI PROJECTS LTD.-$
HBESD,HB ESTATE DEVELOPERS LTD.
HBLEAS,HB LEASING & FINANCE CO.LTD.
HBPOR,HB PORTFOLIO LTD.
HBSTOCK,HB STOCKHOLDINGS LTD.
HBLPOWER,HBL POWER SYSTEMS LTD.-$
HCKKVENTURE,HCKK Ventures Ltd
HCL-INSYS,HCL INFOSYSTEMS LTD.
HCLTECH,HCL TECHNOLOGIES LTD.
HPBL,HCP Plastene Bulkpack Ltd
HDFCAMC,HDFC Asset Management Company Ltd
HDFCBANK,HDFC Bank Ltd
HDFCLIFE,HDFC Life Insurance Company Ltd
HDFCNEXT50,HDFC Mutual Fund
HDFCNIF100,HDFC NIFTY 100 ETF
HDFCNIFTY,HDFC NIFTY 50 ETF
HDFCNIFBAN,HDFC Nifty Banking ETF
HDFCGROWTH,HDFC NIFTY Growth Sectors 15 ETF
HDFCNIFIT,HDFC NIFTY IT ETF
HDFCMID150,HDFC NIFTY Midcap 150 ETF
HDFCPVTBAN,HDFC NIFTY Private Bank ETF
HDFCSML250,HDFC NIFTY Smallcap 250 ETF
HDFCLOWVOL,HDFC NIFTY100 Low Volatility 30 ETF
HDFCQUAL,HDFC NIFTY100 Quality 30 ETF
HDFCMOMENT,HDFC NIFTY200 Momentum 30 ETF
HDFCVALUE,HDFC NIFTY50 Value 20 ETF
HDFCBSE500,HDFC S&P BSE 500 ETF
HDFCSENSEX,HDFC S&P BSE Sensex ETF
HEADSUP,Heads UP Ventures Ltd
HCG,HealthCare Global Enterprises Ltd
HEALINV,HEALTHY INVESTMENTS LTD.
HEALTHYLIFE,Healthy Life Agritec Ltd
HEERAISP,HEERA ISPAT LTD.
HEG,HEG LTD.
HEIDELBERG,HEIDELBERGCEMENT INDIA LTD.
HELPAGE,Helpage Finlease Ltd
ZHEMHOLD,HEM HOLDINGS & TRADING LTD.
HEMACEM,HEMADRI CEMENTS LTD.
HEMANG,Hemang Resources Ltd
HSIL,Hemant Surgical Industries Ltd
HEMIPROP,Hemisphere Properties India Ltd
HEMORGANIC,Hemo Organic Limited
HERANBA,Heranba Industries Ltd
HERCULES,HERCULES HOISTS LTD.
HERITGFOOD,Heritage Foods Limited
HEROMOTOCO,HERO MOTOCORP LTD.
HESTERBIO,HESTER BIOSCIENCES LTD.
HEUBACHIND,Heubach Colorants India Ltd
HEXATRADEX,HEXA TRADEX LTD.
HFCL,HFCL Ltd
HGIND,HG Industries Ltd-$
HIKLASS,Hi-Klass Trading and Investment Ltd
HITECH,Hi-Tech Pipes Ltd
HITECHWIND,Hi-Tech Winding Systems Ltd
HIGHENE,HIGH ENERGY BATTERIES (INDIA) LTD.
HIGHSTREE,HIGH STREET FILATEX LTD.
HIKAL,HIKAL LTD.
HIL,HIL LTD.
HILIKS,Hiliks Technologies Ltd
HILTON,HILTON METAL FORGING LTD.
HIMTEK,Him Teknoforge Ltd
HIMFIBP,HIMACHAL FIBRES LTD.
HSCL,Himadri Speciality Chemical Ltd
HFIL,Himalaya Food International Ltd
HIMATSEIDE,HIMATSINGKA SEIDE LTD.
HINDALUMI,HIND ALUMINIUM INDUSTRIES LTD.-$
HCLTD,Hind Commerce Ltd
HIRECT,HIND RECTIFIERS LTD.
HINDALCO,HINDALCO INDUSTRIES LTD.
HINDMILL,HINDOOSTAN MILLS LTD.
HPIL,Hindprakash Industries Ltd
HGS,HINDUJA GLOBAL SOLUTIONS LTD.
HINDADH,HINDUSTAN ADHESIVES LTD.
HAL,Hindustan Aeronautics Ltd
HINDUST,HINDUSTAN AGRIGENETICS LTD.
HINDAPL,HINDUSTAN APPLIANCES LTD.
HINDBIO,HINDUSTAN BIO SCIENCES LTD.
HINDCOMPOS,HINDUSTAN COMPOSITES LTD.
HCC,HINDUSTAN CONSTRUCTION CO.LTD.
HINDCOPPER,HINDUSTAN COPPER LTD.
HINFLUR,HINDUSTAN FLUOROCARBONS LTD.
HNDFDS,HINDUSTAN FOODS LTD.
HINDHARD,Hindustan Hardy Ltd
ZHINDHSG,HINDUSTAN HOUSING CO.LTD.
HMVL,HINDUSTAN MEDIA VENTURES LTD.
HINDMOTORS,HINDUSTAN MOTORS LTD.
HINDOILEXP,HINDUSTAN OIL EXPLORATION CO.LTD.
HOCL,HINDUSTAN ORGANIC CHEMICALS LTD.
HINDPETRO,HINDUSTAN PETROLEUM CORPORATION LTD.
HINDTIN,HINDUSTAN TIN WORKS LTD.-$
HINDUNILVR,HINDUSTAN UNILEVER LTD.
HINDZINC,HINDUSTAN ZINC LTD.
HINDNATGLS,HINDUSTHAN NATIONAL GLASS & INDUSTRIES LTD.-$
ZHINUDYP,HINDUSTHAN UDYOG LTD.
HUIL,Hindusthan Urban Infrastructure Ltd
HINDWAREAP,Hindware Home Innovation Ltd
HIPOLIN,HIPOLIN LTD.
HIRAUTO,HIRA AUTOMOBILES LTD.
HISARMET,HISAR METAL INDUSTRIES LTD.-$
HISARSP,HISAR SPINNING MILLS LTD.
HITKITGLO,HIT KIT GLOBAL SOLUTIONS LTD.
POWERINDIA,Hitachi Energy India Ltd
HITECHCORP,Hitech Corporation Ltd-$
HITTCO,HITTCO TOOLS LTD.
HLEGLAS,HLE Glascoat Ltd
HLVLTD,HLV Ltd
HMAAGRO,HMA Agro Industries Ltd
HMT,HMT LTD.
HOMEFIRST,Home First Finance Company India Ltd
HONASA,Honasa Consumer Ltd
HONDAPOWER,Honda India Power Products Ltd
HONAUT,HONEYWELL AUTOMATION INDIA LTD.
HUDCO,Housing & Urban Development Corporation Ltd
HDIL,HOUSING DEVELOPMENT & INFRASTRUCTURE LTD.
HOVS,HOV SERVICES LTD.
HOWARHO,HOWARD HOTELS LTD.
HPAL,HP Adhesives Ltd
HPCBL,HPC BIOSCIENCES LTD.
HPL,HPL Electric & Power Ltd
HRBFLOR,HRB FLORICULTURE LTD.
HTMEDIA,HT MEDIA LTD.
HUBTOWN,HUBTOWN LTD.
HUHTAMAKI,Huhtamaki India Ltd
HBEL,Humming Bird Education Ltd
HYBRIDFIN,Hybrid Financial Services Ltd
HYPERSOFT,Hypersoft Technologies Ltd
IGPL,I G PETROCHEMICALS LTD.
IPOWER,I-POWER SOLUTIONS INDIA LTD.
IBINFO,IB INFOTECH ENTERPRISES LTD.
ICDSLTD,ICDS LTD.
ICICIBANK,ICICI BANK LTD.
ICICIGI,ICICI Lombard General Insurance Company Ltd
ICICIPRULI,ICICI Prudential Life Insurance Company Ltd
ICICIMOM30,ICICI Prudential Mutual Fund
ICICINF100,ICICI Prudential Nifty 100 ETF
ICICILOVOL,ICICI Prudential Nifty 100 Low Volatility 30 ETF
ICICIQTY30,ICICI Prudential Nifty 200 Quality 30 ETF
ICICINIFTY,ICICI Prudential Nifty 50 ETF
ICICIALPLV,ICICI Prudential Nifty Alpha Low- Volatility 30 ETF
ICICIAUTO,ICICI Prudential Nifty Auto ETF
ICICIBANKN,ICICI Prudential Nifty Bank ETF
ICICICOMMO,ICICI Prudential Nifty Commodities ETF
ICICIFIN,ICICI Prudential Nifty Financial Services Ex-Bank ETF
ICICIFMCG,ICICI Prudential Nifty FMCG ETF
ICICIPHARM,ICICI Prudential Nifty Healthcare ETF
ICICICONSU,ICICI Prudential Nifty India Consumption ETF
ICICIINFRA,ICICI Prudential Nifty Infrastructure ETF
ICICITECH,ICICI Prudential Nifty IT ETF
ICICIM150,ICICI Prudential Nifty Midcap 150 ETF
ICICINXT50,ICICI Prudential Nifty Next 50 ETF
ICICIBANKP,ICICI Prudential Nifty Private Bank ETF
PSUBANKICI,ICICI Prudential Nifty PSU Bank ETF
ICICINV20,ICICI Prudential Nifty50 Value 20 ETF
ICICI500,ICICI Prudential S&P BSE 500 ETF
ICICIMCAP,ICICI Prudential S&P BSE Midcap Select ETF
ICICISENSX,ICICI Prudential S&P BSE Sensex ETF
ISEC,ICICI Securities Ltd
ICLORGANIC,ICL Organic Dairy Products Ltd
ICRA,ICRA LTD.
IDINFO,ID Info Business Services Ltd
IDBI,IDBI BANK LTD.
IDEAFORGE,Ideaforge Technology Ltd
IDFCFIRSTB,IDFC First Bank Ltd
IDFC,IDFC LIMITED
IDFSENSEXE,IDFC SENSEX ETF
INDXTRA,IEL Ltd
IFBAGRO,IFB AGRO INDUSTRIES LTD.
IFBIND,IFB INDUSTRIES LTD.
IFCI,IFCI LTD.
IFGLEXPOR,IFGL Refractories Ltd
IFL,IFL Enterprises Ltd
IGARASHI,IGARASHI MOTORS INDIA LTD.
IGCIL,IGC Industries Ltd
IIFL,IIFL Finance Ltd
IIFLSEC,IIFL Securities Ltd
IITLPROJ,IITL PROJECTS LIMITED
IKIO,IKIO Lighting Ltd
IL&FSENGG,IL&FS ENGINEERING AND CONSTRUCTION COMPANY LTD.
IVC,IL&FS INVESTMENT MANAGERS LTD.
IL&FSTRANS,IL&FS Transportation Networks Ltd
IMCAP,IM+ Capitals Limited
IMAGICAA,Imagicaaworld Entertainment Ltd
INDLMETER,IMP POWERS LTD.
IMPEXFERRO,IMPEX FERRO TECH LTD.
INANI,INANI MARBLES & INDUSTRIES LTD.
INANISEC,INANI SECURITIES LTD.
INCAP,INCAP LTD.
INCON,INCON ENGINEERS LTD.
INCREDIBLE,Incredible Industries Ltd
INDBNK,IND BANK HOUSING LTD.
INDRENEW,IND Renewable Energy Ltd
INDAGIV,IND-AGIV COMMERCE LTD.
INDSWFTLAB,IND-SWIFT LABORATORIES LTD.
INDSWFTLTD,IND-SWIFT LTD.
INDAG,INDAG RUBBER LTD.-$
INDBANK,INDBANK MERCHANT BANKING SERVICES LTD.
INDERGR,INDERGIRI FINANCE LTD.
INDCEMCAP,INDIA CEMENTS CAPITAL LTD.
INDIACEM,INDIA CEMENTS LTD.
IFINSEC,INDIA FINSEC LTD.
INDGELA,INDIA GELATINE & CHEMICALS LTD.-$
INDIAGLYCO,INDIA GLYCOLS LTD.
INDIAHOME,INDIA HOME LOAN LTD.
INDLEASE,INDIA LEASE DEVELOPMENT LTD.
IMPAL,INDIA MOTOR PARTS & ACCESSORIES LTD.
INDNIPPON,INDIA NIPPON ELECTRICALS LTD.
IPL,India Pesticides Ltd
INRADIA,INDIA RADIATORS LTD.
ISWL,INDIA STEEL WORKS LTD.
ITDC,INDIA TOURISM DEVELOPMENT CORPORATION LTD.
IEL,Indiabulls Enterprises Ltd
IBULHSGFIN,Indiabulls Housing Finance Ltd
IBREALEST,INDIABULLS REAL ESTATE LTD.
INDIAMART,IndiaMART InterMESH Ltd
INDIANACRY,INDIAN ACRYLICS LTD.
INDIANB,INDIAN BANK
IBRIGST,INDIAN BRIGHT STEEL CO.LTD.
INDIANCARD,INDIAN CARD CLOTHING CO.LTD.
IEX,Indian Energy Exchange Ltd
INDHOTEL,INDIAN HOTELS CO.LTD.
INDIANHUME,INDIAN HUME PIPE CO.LTD.
INDINFO,INDIAN INFOTECH & SOFTWARE LTD.
INLCM,INDIAN LINK CHAIN MANUFACTURES LTD.
IMFA,INDIAN METALS & FERRO ALLOYS LTD.
IOC,INDIAN OIL CORPORATION LTD.
IOB,INDIAN OVERSEAS BANK
IRCTC,Indian Railway Catering and Tourism Corporation Ltd
IRFC,Indian Railway Finance Corporation Ltd
INDSUCR,INDIAN SUCROSE LTD.
INDTERRAIN,INDIAN TERRAIN FASHIONS LTD.
INDTONER,INDIAN TONERS & DEVELOPERS LTD.-$
INDIANVSH,INDIANIVESH LTD.
INDIGOPNTS,Indigo Paints Ltd
INDICAP,Inditrade Capital Limited
INDOAMIN,INDO AMINES LTD.-$
INDOASIAF,INDO ASIAN FINANCE LTD.
INDOBORAX,INDO BORAX & CHEMICALS LTD.-$
ICL,Indo Cotspin Ltd
ICIL,INDO COUNT INDUSTRIES LTD.
INDOCRED,INDO CREDIT CAPITAL LTD.
INDOEURO,INDO EURO INDCHEM LTD.
IGLFXPL-B,INDO GULF INDUSTRIES LTD.
INDORAMA,INDO RAMA SYNTHETICS (INDIA) LTD.
INDOTECH,INDO TECH TRANSFORMERS LTD.
INDOTHAI,INDO THAI SECURITIES LTD.
INDOUS,Indo Us Bio-Tech Ltd
INDOCITY,INDO-CITY INFOTECH LTD.-$
NIPPOBATRY,INDO-NATIONAL LTD.
INDOCO,INDOCO REMEDIES LTD.
INDOKEM,INDOKEM LTD.
INDONG,Indong Tea Company Ltd
INDOSTAR,Indostar Capital Finance Ltd
INDOWIND,INDOWIND ENERGY LTD.
INDRAIND,Indra Industries Ltd
IGL,INDRAPRASTHA GAS LTD.
INDRAMEDCO,INDRAPRASTHA MEDICAL CORP.LTD.
INDRANIB,INDRAYANI BIOTECH LTD.
INDSILHYD,INDSIL HYDRO POWER AND MANGANESE LTD.-$
INDSOYA,INDSOYA LTD.
INDCTST,INDUCTO STEEL LTD.
INDUSFINL,Indus Finance Ltd
INDUSTOWER,Indus Towers Ltd
INDUSINDBK,INDUSIND BANK LTD.
INDPRUD,INDUSTRIAL & PRUDENTIAL INVESTMENTS CO.LTD.
IITL,INDUSTRIAL INVESTMENT TRUST LTD.
INERTIAST,INERTIA STEEL LTD.
INFIBEAM,Infibeam Avenues Ltd
INFLAME,Inflame Appliances Ltd
NAUKRI,INFO EDGE (INDIA) LTD.
INFOBEAN,Infobeans Technologies Ltd
INFOMEDIA,INFOMEDIA PRESS LTD.
INFORTEC,INFORMED TECHNOLOGIES INDIA LTD.
INFY,INFOSYS LTD.
INFRONICS,Infronics Systems Ltd
INGERRAND,INGERSOLL-RAND (INDIA) LTD.
INLANPR,INLAND PRINTERS LTD.
INNOCORP,INNOCORP LTD.
INNOKAIZ,Innokaiz India Ltd
INOVSYNTH,INNOVASSYNTH INVESTMENTS LTD.
INNOVATIVE,Innovative Ideals and Services (India) Ltd
INNOVTEC,INNOVATIVE TECH PACK LTD.
INNOVATORS,Innovators Facade Systems Ltd
INNOVATUS,Innovatus Entertainment Networks Ltd
INOXGREEN,Inox Green Energy Services Ltd
IWEL,Inox Wind Energy Ltd
INOXWIND,Inox Wind Ltd
INSECTICID,INSECTICIDES (INDIA) LTD.
INA,Insolation Energy Ltd
INSPIRISYS,Inspirisys Solutions Ltd
INTECCAP,INTEC CAPITAL LTD.
INTCAPL,Integra Capital  Ltd
INTEGRAEN,INTEGRA ENGINEERING INDIA LTD.
ESSENTIA,Integra Essentia Ltd
INTEGSW,INTEGRA SWITCHGEAR LTD.
INTELSOFT,Integra Telecommunication & Software Ltd
ICSL,Integrated Capital Services Ltd
IIL,Integrated Industries Ltd
INTEGFD,INTEGRATED PROTEINS LTD.
INTELLECT,Intellect Design Arena Ltd
INTELLCAP,INTELLIVATE CAPITAL VENTURES LTD.
INTENTECH,INTENSE TECHNOLOGIES LTD.-$
INTRGLB,INTER GLOBE FINANCE LTD.
INTSTOIL,INTER STATE OIL CARRIER LTD.
IFINSER,Interactive Financial Services Ltd
INDIGO,InterGlobe Aviation Ltd
INTLCOMBQ,INTERNATIONAL COMBUSTION (INDIA) LTD.
INTLCONV,INTERNATIONAL CONVEYORS LTD.
IDM,INTERNATIONAL DATA MANAGEMENT LTD.
ITHL,INTERNATIONAL TRAVEL HOUSE LTD.-$
INTERDIGI,INTERWORLD DIGITAL LTD.-$
ISFT,INTRASOFT TECHNOLOGIES LTD.
INVENTURE,INVENTURE GROWTH & SECURITIES LTD.
INVPRECQ,INVESTMENT & PRECISION CASTINGS LTD.
INVIGO,Invigorated Business Consulting Ltd
IOLCP,IOL CHEMICALS & PHARMACEUTICALS LTD.
